c 1 23840 83
c 1 21046 13
c 1 31 18
c 1 29 7
c 1 19571 11
c 1 4845 59
c 1 774 68
c 1 25586 77
c 1 12513 19
c 1 31860 70
c 1 397 61
c 1 27591 68
c 1 491 19
c 1 302 56
c 1 789 60
c 1 8507 39
c 1 6543 75
c 1 32813 54
c 1 8009 26
c 1 25836 44
c 1 11675 86
c 1 1566 20
c 1 2575 49
c 1 3322 71
c 1 5139 54
c 1 2428 85
c 1 980 40
c 1 494 81
c 1 3735 73
c 1 6467 32
c 1 26569 38
c 1 39064 83
c 1 13140 7
c 1 12502 97
c 1 4016 39
c 1 10749 26
c 1 15633 63
c 1 19952 56
c 1 3150 52
c 1 610 8
c 1 1954 13
c 1 40 42
c 1 26661 76
c 1 26367 2
c 1 6810 4
c 1 40258 54
c 1 40966 89
c 1 14123 55
c 1 21924 2
c 1 220 36
c 1 20385 89
c 1 6254 32
c 1 14989 22
c 1 1576 5
c 1 12685 60
c 1 6449 0
c 1 25335 14
c 1 891 91
c 1 7882 20
c 1 21880 96
c 1 299 51
c 1 21170 89
c 1 25208 94
c 1 37 38
c 1 25806 26
c 1 9228 98
c 1 226 39
c 1 11 27
c 1 6251 91
c 1 26367 83
c 1 10941 0
c 1 421 59
c 1 3907 80
c 1 19154 12
c 1 2593 30
c 1 53 75
c 1 34486 42
c 1 8808 72
c 1 442 43
c 1 26715 31
c 1 25 75
c 1 10229 80
c 1 98 23
c 1 4803 99
c 1 20488 49
c 1 21437 69
c 1 391 64
c 1 2399 36
c 1 6452 84
c 1 3247 66
c 1 286 72
c 1 256 48
c 1 7692 77
c 1 1965 39
c 1 6258 25
c 1 25224 44
c 1 25025 50
c 1 26226 80
c 1 40680 73
c 1 977 13
c 1 25783 17
c 1 3236 48
c 1 28 36
c 1 23544 87
c 1 29322 68
c 1 464 48
c 1 7964 54
c 1 15798 94
c 1 25788 27
c 1 61 33
c 1 3910 9
c 1 8228 19
c 1 6495 24
c 1 26 60
c 1 3931 54
c 1 13383 18
c 1 19177 62
c 1 1587 38
c 1 16 57
c 1 31446 41
c 1 2347 71
c 1 788 27
c 1 199 94
c 1 25686 91
c 1 1385 49
c 1 19027 80
c 1 1660 58
c 1 2043 46
c 1 4004 66
c 1 13135 30
c 1 7144 28
c 1 8600 85
c 1 6311 89
c 1 866 51
c 1 3361 94
c 1 76 91
c 1 25840 54
c 1 248 15
c 1 3129 17
c 1 391 74
c 1 4304 85
c 1 1597 21
c 1 32066 27
c 2 2350 4
c 2 16798 45
c 2 39953 32
c 2 26966 74
c 2 2667 97
c 2 1972 68
c 2 6376 23
c 2 18776 21
c 2 3955 43
c 2 23450 65
c 2 41120 44
c 2 26714 68
c 2 10157 8
c 2 25410 13
c 2 27490 66
c 2 20314 18
c 2 13800 14
c 2 2197 58
c 2 12703 67
c 2 25001 8
c 2 13114 78
c 2 2173 14
c 2 39875 57
c 2 28180 68
c 2 6321 76
c 2 38 41
c 2 1612 52
c 2 28908 5
c 2 6714 42
c 2 28321 18
c 2 80 48
c 2 68 25
c 2 11735 98
c 2 89 12
c 2 1966 46
c 2 37 66
c 2 18788 83
c 2 548 60
c 2 397 66
c 2 1764 29
c 2 9817 50
c 2 29700 99
c 2 25022 96
c 2 6326 9
c 2 37502 40
c 2 40729 54
c 2 1263 18
c 2 26321 25
c 2 3217 54
c 2 16522 80
c 2 14459 17
c 2 6276 46
c 2 14844 98
c 2 14173 82
c 2 3526 69
c 2 19229 40
c 2 851 40
c 2 634 88
c 2 3916 60
c 2 28 49
c 2 39173 30
c 2 2555 72
c 2 9474 98
c 2 250 7
c 2 32 55
c 2 8985 2
c 2 8087 5
c 2 18463 34
c 2 12501 90
c 4 13428 40
c 4 20343 51
c 4 12894 79
c 4 595 53
c 4 15798 56
c 4 244 38
c 4 3151 51
c 4 12723 19
c 4 16434 30
c 4 2416 27
c 4 2368 53
c 4 12504 99
c 4 4214 19
c 4 199 54
c 4 5 23
c 4 13549 24
c 4 1615 10
c 4 146 9
c 4 16618 94
c 4 19851 63
c 4 19144 18
c 4 586 74
c 4 25153 20
c 4 978 84
c 4 3517 41
c 4 2276 29
c 4 15810 64
c 4 25052 93
c 4 39072 3
c 4 6482 76
c 4 1368 84
c 4 16660 32
c 4 22399 73
c 4 17206 91
c 4 245 23
c 4 425 47
c 4 8270 28
c 4 12501 46
c 4 7081 31
c 4 7035 57
c 4 44156 58
c 4 1104 14
c 4 3458 84
c 4 12838 46
c 4 11526 85
c 4 9005 0
c 4 1995 12
c 4 9433 31
c 4 38111 26
c 4 31093 70
c 4 5679 16
c 4 5606 55
c 4 8 14
c 4 501 44
c 4 1624 1
c 4 40647 98
c 4 13380 44
c 4 2540 9
c 4 785 46
c 4 6266 36
c 4 3129 56
c 4 6320 47
c 4 53 35
c 4 25843 4
c 4 20441 90
c 4 16538 25
c 5 22 53
c 5 29040 98
c 5 5533 2
c 5 4990 44
c 5 17189 3
c 5 38298 43
c 5 3349 97
c 5 8216 58
c 5 44159 12
c 5 25954 11
c 5 3964 10
c 5 1663 94
c 5 8742 71
c 5 407 10
c 5 28808 40
c 5 183 63
c 5 31285 74
c 5 13481 92
c 5 695 98
c 5 6179 65
c 5 4691 51
c 5 12907 44
c 5 8024 91
c 5 286 64
c 5 9404 96
c 5 9377 23
c 5 30472 5
c 5 6255 67
c 5 21883 54
c 5 29202 81
c 5 52 14
c 5 12646 77
c 5 25206 50
c 5 14073 26
c 5 29 79
c 5 1567 69
c 5 16259 7
c 5 1615 25
c 5 2051 94
c 5 21885 22
c 5 56 95
c 5 110 62
c 5 1867 20
c 7 28351 2
c 7 39871 30
c 7 25256 17
c 7 19923 52
c 7 25197 57
c 7 4920 36
c 7 26008 58
c 7 82 38
c 7 25987 13
c 7 1605 16
c 7 25867 79
c 7 5621 32
c 7 3916 32
c 7 27423 49
c 7 595 96
c 7 830 32
c 7 18952 23
c 7 6467 62
c 7 2834 34
c 7 815 39
c 7 43023 99
c 7 14657 47
c 7 29375 20
c 7 6369 38
c 7 39984 30
c 7 916 46
c 7 26822 80
c 7 217 85
c 7 1974 59
c 7 28132 31
c 7 122 4
c 7 3516 86
c 7 25205 93
c 7 3126 38
c 7 22 13
c 7 28135 87
c 7 37616 43
c 7 1 32
c 7 6647 20
c 7 13034 46
c 7 12897 11
c 7 56 94
c 7 15129 77
c 7 2801 16
c 7 7060 28
c 7 761 28
c 7 28547 24
c 7 25221 69
c 7 16028 91
c 7 1587 98
c 7 6476 81
c 7 13042 30
c 7 25099 51
c 7 3133 40
c 7 39070 23
c 7 12812 26
c 7 1584 73
c 7 6885 60
c 7 37744 55
c 7 983 83
c 7 6254 70
c 7 8 31
c 7 391 4
c 7 889 73
c 7 6281 25
c 7 21901 61
c 7 2642 57
c 8 1788 78
c 8 6285 82
c 8 312 76
c 8 32 5
c 8 39073 71
c 8 30517 96
c 8 18177 20
c 8 14554 53
c 8 25105 49
c 8 26621 67
c 8 1184 83
c 8 244 66
c 8 6453 38
c 8 22290 34
c 8 6257 87
c 8 2 40
c 8 67 3
c 8 342 77
c 8 16132 78
c 8 3148 38
c 8 919 5
c 8 37992 17
c 8 30160 45
c 8 33282 70
c 8 15010 75
c 8 40760 95
c 8 598 89
c 8 25500 22
c 8 25005 31
c 8 466 23
c 8 1685 68
c 8 16522 81
c 8 446 19
c 8 37501 86
c 8 5490 99
c 8 1630 69
c 8 38607 95
c 8 458 55
c 8 31306 55
c 8 39274 59
c 8 3328 85
c 8 15751 75
c 10 11 36
c 10 12540 5
c 10 25107 33
c 10 32823 71
c 10 4037 12
c 10 3516 88
c 10 25860 62
c 10 28520 15
c 10 25271 50
c 10 25220 4
c 10 394 62
c 10 16623 46
c 10 70 94
c 10 31719 28
c 10 3184 61
c 10 28130 80
c 10 28177 80
c 10 4330 31
c 10 1956 27
c 10 33984 52
c 10 7864 58
c 10 18784 84
c 10 8358 52
c 10 2755 10
c 10 2682 81
c 10 3522 71
c 10 1022 76
c 10 9580 77
c 10 30133 49
c 10 26040 36
c 10 37930 63
c 10 44932 43
c 10 40 64
c 10 17216 21
c 10 31251 82
c 10 339 9
c 10 4254 17
c 10 117 17
c 10 3535 57
c 10 16410 10
c 10 10458 64
c 10 5581 39
c 10 882 72
c 10 6987 50
c 10 206 98
c 10 5569 84
c 10 37997 29
c 11 1474 14
c 11 9294 93
c 11 25404 14
c 11 6261 13
c 11 25940 3
c 11 3586 68
c 11 22658 89
c 11 9506 80
c 11 229 27
c 11 40900 35
c 11 12652 73
c 11 3520 97
c 11 19172 53
c 11 28217 40
c 11 6273 99
c 11 362 76
c 11 20121 18
c 11 14097 49
c 11 38295 65
c 11 28717 21
c 11 12504 1
c 11 153 88
c 11 12913 37
c 11 28473 13
c 11 4704 55
c 11 41429 28
c 11 19737 85
c 11 837 64
c 11 302 0
c 11 7 69
c 11 20314 17
c 11 6570 66
c 11 28632 58
c 11 7066 51
c 13 25391 63
c 13 38342 22
c 13 25783 15
c 13 12585 4
c 13 15662 65
c 13 85 80
c 13 5993 15
c 13 14132 94
c 13 29734 71
c 13 15674 17
c 13 12857 73
c 13 22 31
c 13 6713 45
c 13 25159 8
c 13 25013 20
c 13 35193 80
c 13 1629 82
c 13 12897 14
c 13 989 96
